Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
QB,Spencer Rattler (43727299),Spencer Rattler,43727299,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,11.8,
QB,Zach Wilson (43727300),Zach Wilson,43727300,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,0.3,
QB,Hunter Dekkers (43727301),Hunter Dekkers,43727301,QB,4000,NO@DET 09/13/2026 01:00PM ET,NO,0,
QB,Cade Klubnik (43727302),Cade Klubnik,43727302,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
QB,Brady Cook (43727303),Brady Cook,43727303,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,7.3,
QB,Adrian Martinez (43727304),Adrian Martinez,43727304,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,-0.1,
QB,Andy Dalton (43727305),Andy Dalton,43727305,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,3.1,
QB,Tanner McKee (43727306),Tanner McKee,43727306,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,3.7,
QB,Cole Payton (43727307),Cole Payton,43727307,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
QB,Kedon Slovis (43727308),Kedon Slovis,43727308,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,-0,
QB,Mason Rudolph (43727309),Mason Rudolph,43727309,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,3,
QB,Will Howard (43727310),Will Howard,43727310,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,Q
QB,Drew Allar (43727311),Drew Allar,43727311,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
QB,Trey Lance (43727312),Trey Lance,43727312,QB,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,3.9,
QB,DJ Uiagalelei (43727313),DJ Uiagalelei,43727313,QB,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
QB,Jake Browning (43727314),Jake Browning,43727314,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,11.3,
QB,Connor Bazelak (43727315),Connor Bazelak,43727315,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0,
QB,Jalon Daniels (43727316),Jalon Daniels,43727316,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0,
QB,Sam Hartman (43727317),Sam Hartman,43727317,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
QB,Athan Kaliakmanis (43727318),Athan Kaliakmanis,43727318,QB,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
QB,Kenny Pickett (43727319),Kenny Pickett,43727319,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.8,
QB,Haynes King (43727320),Haynes King,43727320,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,Q
QB,Nick Mullens (43727321),Nick Mullens,43727321,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,-0,
QB,Joey Aguilar (43727322),Joey Aguilar,43727322,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
QB,Joe Fagnano (43727323),Joe Fagnano,43727323,QB,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
QB,Skylar Thompson (43727324),Skylar Thompson,43727324,QB,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,IR
RB,Tyler Goodson (43727467),Tyler Goodson,43727467,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.5,
RB,Nathan Carter (43727469),Nathan Carter,43727469,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.7,
RB,Cash Jones (43727471),Cash Jones,43727471,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
RB,Frank Gore Jr. (43727473),Frank Gore Jr.,43727473,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.8,
RB,Ian Wheeler (43727475),Ian Wheeler,43727475,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0,
RB,Jackson Acker (43727477),Jackson Acker,43727477,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0,
RB,Ben VanSumeren (43727479),Ben VanSumeren,43727479,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0,
RB,British Brooks (43727481),British Brooks,43727481,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.5,Q
RB,Noah Whittington (43727483),Noah Whittington,43727483,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
RB,Evan Hull (43727485),Evan Hull,43727485,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,1.1,
RB,Joshua Pitsenberger (43727487),Joshua Pitsenberger,43727487,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,Q
RB,Roschon Johnson (43727489),Roschon Johnson,43727489,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0.2,
RB,Brittain Brown (43727491),Brittain Brown,43727491,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,3.2,IR
RB,Salvon Ahmed (43727493),Salvon Ahmed,43727493,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
RB,Coleman Bennett (43727495),Coleman Bennett,43727495,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Gary Brightwell (43727497),Gary Brightwell,43727497,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
RB,Kendall Milton (43727499),Kendall Milton,43727499,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0.2,
RB,Kentrel Bullock (43727501),Kentrel Bullock,43727501,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
RB,Jamal Haynes (43727503),Jamal Haynes,43727503,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
RB,Raheim Sanders (43727505),Raheim Sanders,43727505,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,4.1,
RB,Ahmani Marshall (43727507),Ahmani Marshall,43727507,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
RB,Davon Booth (43727509),Davon Booth,43727509,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0,
RB,TJ Harden (43727511),TJ Harden,43727511,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
RB,Michael Burton (43727513),Michael Burton,43727513,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
RB,Sione Vaki (43727515),Sione Vaki,43727515,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0,
RB,Jacob Saylors (43727517),Jacob Saylors,43727517,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.1,
RB,Jabari Small (43727519),Jabari Small,43727519,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0,
RB,Kye Robichaux (43727521),Kye Robichaux,43727521,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0,Q
RB,Pierre Strong Jr. (43727523),Pierre Strong Jr.,43727523,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
RB,Damien Martinez (43727525),Damien Martinez,43727525,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
RB,Jaden Nixon (43727527),Jaden Nixon,43727527,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
RB,Michael Carter (43727529),Michael Carter,43727529,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.6,
RB,Kalel Mullings (43727531),Kalel Mullings,43727531,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.1,Q
RB,Julius Chestnut (43727533),Julius Chestnut,43727533,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.2,
RB,Ulysses Bentley IV (43727535),Ulysses Bentley IV,43727535,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0,
RB,Anderson Castle (43727537),Anderson Castle,43727537,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0,
RB,Dylan Laube (43727539),Dylan Laube,43727539,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0.3,
RB,Chris Collier (43727541),Chris Collier,43727541,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0,IR
RB,Connor Heyward (43727543),Connor Heyward,43727543,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,1.5,
RB,Donovan Edwards (43727545),Donovan Edwards,43727545,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Carlos Washington Jr. (43727547),Carlos Washington Jr.,43727547,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Anthony Hankerson (43727549),Anthony Hankerson,43727549,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,DJ Herman (43727551),DJ Herman,43727551,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Zavier Scott (43727553),Zavier Scott,43727553,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,2.5,
RB,Jordan Mims (43727555),Jordan Mims,43727555,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
RB,Kejon Owens (43727557),Kejon Owens,43727557,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,Q
RB,Max Bredeson (43727559),Max Bredeson,43727559,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
RB,Kendre Miller (43727561),Kendre Miller,43727561,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,4.8,Q
RB,Ty Chandler (43727563),Ty Chandler,43727563,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,2.9,IR
RB,Audric Estime (43727565),Audric Estime,43727565,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,6.9,
RB,CJ Donaldson (43727567),CJ Donaldson,43727567,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,0,
RB,Kene Nwangwu (43727569),Kene Nwangwu,43727569,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.9,
RB,Sam Scott (43727571),Sam Scott,43727571,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,Q
RB,Chip Trayanum (43727573),Chip Trayanum,43727573,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,IR
RB,Andrew Beck (43727575),Andrew Beck,43727575,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,1.4,
RB,Dameon Pierce (43727577),Dameon Pierce,43727577,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0.7,
RB,Elijah Mitchell (43727579),Elijah Mitchell,43727579,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,Q
RB,Carson Steele (43727581),Carson Steele,43727581,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
RB,Bam Knight (43727583),Bam Knight,43727583,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,7.8,
RB,Corey Kiner (43727585),Corey Kiner,43727585,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,2.3,
RB,Eli Heidenreich (43727587),Eli Heidenreich,43727587,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
RB,Travis Homer (43727589),Travis Homer,43727589,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,-0,
RB,Lew Nichols (43727591),Lew Nichols,43727591,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
RB,Riley Nowakowski (43727593),Riley Nowakowski,43727593,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
RB,Jaret Patterson (43727595),Jaret Patterson,43727595,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,3.7,
RB,Amar Johnson (43727597),Amar Johnson,43727597,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.4,
RB,Gregory Desrosiers (43727599),Gregory Desrosiers,43727599,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
RB,Alec Ingold (43727601),Alec Ingold,43727601,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.8,
RB,Scott Matlock (43727603),Scott Matlock,43727603,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.7,IR
RB,Josh Williams (43727605),Josh Williams,43727605,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0.4,
RB,Kadarius Calloway (43727607),Kadarius Calloway,43727607,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0,Q
RB,Robert Henry Jr. (43727609),Robert Henry Jr.,43727609,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
RB,AJ Dillon (43727611),AJ Dillon,43727611,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.4,
RB,Anthony Tyus III (43727613),Anthony Tyus III,43727613,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
RB,Miles Davis (43727615),Miles Davis,43727615,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
RB,Ameer Abdullah (43727617),Ameer Abdullah,43727617,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,2.8,
RB,DeeJay Dallas (43727619),DeeJay Dallas,43727619,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0.4,
RB,J'Mari Taylor (43727621),J'Mari Taylor,43727621,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
RB,Adam Randall (43727623),Adam Randall,43727623,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,IR
RB,Dontae McMillan (43727625),Dontae McMillan,43727625,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
RB,Elijah Tau-Tolliver (43727627),Elijah Tau-Tolliver,43727627,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
RB,Lucas Scott (43727629),Lucas Scott,43727629,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Keon Coleman (43727733),Keon Coleman,43727733,WR/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,7.9,Q
WR,Tre Tucker (43727735),Tre Tucker,43727735,WR/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,9.7,
WR,Adonai Mitchell (43727737),Adonai Mitchell,43727737,WR/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,5.7,
TE,Chig Okonkwo (43728235),Chig Okonkwo,43728235,TE/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,7.3,
WR,Isaac TeSlaa (43727739),Isaac TeSlaa,43727739,WR/FLEX,3900,NO@DET 09/13/2026 01:00PM ET,DET,4.5,
WR,Rashod Bateman (43727741),Rashod Bateman,43727741,WR/FLEX,3900,BAL@IND 09/13/2026 01:00PM ET,BAL,4.3,
WR,Germie Bernard (43727743),Germie Bernard,43727743,WR/FLEX,3900,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
TE,Mark Andrews (43728237),Mark Andrews,43728237,TE/FLEX,3900,BAL@IND 09/13/2026 01:00PM ET,BAL,7.7,
WR,Zachariah Branch (43727745),Zachariah Branch,43727745,WR/FLEX,3800,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
WR,Tre' Harris (43727747),Tre' Harris,43727747,WR/FLEX,3800,ARI@LAC 09/13/2026 04:25PM ET,LAC,4.1,Q
WR,Hollywood Brown (43727757),Hollywood Brown,43727757,WR/FLEX,3800,WAS@PHI 09/13/2026 04:25PM ET,PHI,8.6,
TE,Kenyon Sadiq (43728239),Kenyon Sadiq,43728239,TE/FLEX,3800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,Q
WR,Jahan Dotson (43727749),Jahan Dotson,43727749,WR/FLEX,3700,ATL@PIT 09/13/2026 01:00PM ET,ATL,2.8,
WR,Tank Dell (43727751),Tank Dell,43727751,WR/FLEX,3700,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,IR
WR,Nick Westbrook-Ikhine (43727753),Nick Westbrook-Ikhine,43727753,WR/FLEX,3700,BAL@IND 09/13/2026 01:00PM ET,IND,1.3,
WR,Tutu Atwell (43727755),Tutu Atwell,43727755,WR/FLEX,3700,MIA@LV 09/13/2026 04:25PM ET,MIA,2.8,
WR,Xavier Legette (43727767),Xavier Legette,43727767,WR/FLEX,3700,CHI@CAR 09/13/2026 01:00PM ET,CAR,5.7,Q
TE,Juwan Johnson (43728241),Juwan Johnson,43728241,TE/FLEX,3700,NO@DET 09/13/2026 01:00PM ET,NO,10.7,
TE,Cade Otton (43728243),Cade Otton,43728243,TE/FLEX,3700,TB@CIN 09/13/2026 01:00PM ET,TB,7.6,
WR,Jack Bech (43727759),Jack Bech,43727759,WR/FLEX,3600,MIA@LV 09/13/2026 04:25PM ET,LV,2.7,
WR,Jaylin Noel (43727761),Jaylin Noel,43727761,WR/FLEX,3600,BUF@HOU 09/13/2026 01:00PM ET,HOU,3.6,Q
WR,Zavion Thomas (43727763),Zavion Thomas,43727763,WR/FLEX,3600,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
WR,Kendrick Bourne (43727765),Kendrick Bourne,43727765,WR/FLEX,3600,ARI@LAC 09/13/2026 04:25PM ET,ARI,5.5,
WR,Elic Ayomanor (43727769),Elic Ayomanor,43727769,WR/FLEX,3600,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.3,
TE,Brenton Strange (43728245),Brenton Strange,43728245,TE/FLEX,3600,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.3,
WR,Olamide Zaccheaus (43727771),Olamide Zaccheaus,43727771,WR/FLEX,3500,ATL@PIT 09/13/2026 01:00PM ET,ATL,5.3,
WR,Joshua Palmer (43727773),Joshua Palmer,43727773,WR/FLEX,3500,BUF@HOU 09/13/2026 01:00PM ET,BUF,4.4,
WR,Deion Burks (43727775),Deion Burks,43727775,WR/FLEX,3500,BAL@IND 09/13/2026 01:00PM ET,IND,0,
WR,Jalen Tolbert (43727777),Jalen Tolbert,43727777,WR/FLEX,3500,MIA@LV 09/13/2026 04:25PM ET,MIA,3.6,
WR,Devaughn Vele (43727779),Devaughn Vele,43727779,WR/FLEX,3500,NO@DET 09/13/2026 01:00PM ET,NO,5.1,
WR,Luke McCaffrey (43727781),Luke McCaffrey,43727781,WR/FLEX,3500,WAS@PHI 09/13/2026 04:25PM ET,WAS,5.7,
TE,Greg Dulcich (43728247),Greg Dulcich,43728247,TE/FLEX,3500,MIA@LV 09/13/2026 04:25PM ET,MIA,6.4,
TE,Oronde Gadsden II (43728249),Oronde Gadsden II,43728249,TE/FLEX,3500,ARI@LAC 09/13/2026 04:25PM ET,LAC,8.8,
DST,Chargers (43728525),Chargers,43728525,DST,3500,ARI@LAC 09/13/2026 04:25PM ET,LAC,6.7,
WR,Cedric Tillman (43727783),Cedric Tillman,43727783,WR/FLEX,3400,NO@DET 09/13/2026 01:00PM ET,NO,4.6,Q
WR,Greg Dortch (43727785),Greg Dortch,43727785,WR/FLEX,3400,BUF@HOU 09/13/2026 01:00PM ET,BUF,6.3,
WR,Chimere Dike (43727787),Chimere Dike,43727787,WR/FLEX,3400,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.5,
WR,Treylon Burks (43727789),Treylon Burks,43727789,WR/FLEX,3400,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.6,
WR,Travis Hunter (43727791),Travis Hunter,43727791,WR/FLEX,3400,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.5,
WR,Elijah Sarratt (43727793),Elijah Sarratt,43727793,WR/FLEX,3400,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Dalton Schultz (43728251),Dalton Schultz,43728251,TE/FLEX,3400,BUF@HOU 09/13/2026 01:00PM ET,HOU,9.9,
TE,Pat Freiermuth (43728253),Pat Freiermuth,43728253,TE/FLEX,3400,ATL@PIT 09/13/2026 01:00PM ET,PIT,6.6,
DST,Jaguars (43728526),Jaguars,43728526,DST,3400,CLE@JAX 09/13/2026 01:00PM ET,JAX,8.2,
WR,Kalif Raymond (43727795),Kalif Raymond,43727795,WR/FLEX,3300,CHI@CAR 09/13/2026 01:00PM ET,CHI,4.5,
WR,Andrei Iosivas (43727797),Andrei Iosivas,43727797,WR/FLEX,3300,TB@CIN 09/13/2026 01:00PM ET,CIN,5.3,
WR,Isaiah Bond (43727799),Isaiah Bond,43727799,WR/FLEX,3300,CLE@JAX 09/13/2026 01:00PM ET,CLE,3.4,Q
WR,Dont'e Thornton Jr. (43727801),Dont'e Thornton Jr.,43727801,WR/FLEX,3300,MIA@LV 09/13/2026 04:25PM ET,LV,1.6,IR
WR,Brenen Thompson (43727803),Brenen Thompson,43727803,WR/FLEX,3300,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,Q
WR,Ted Hurst III (43727805),Ted Hurst III,43727805,WR/FLEX,3300,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Cole Kmet (43728255),Cole Kmet,43728255,TE/FLEX,3300,CHI@CAR 09/13/2026 01:00PM ET,CHI,5.1,
TE,T.J. Hockenson (43728257),T.J. Hockenson,43728257,TE/FLEX,3300,GB@MIN 09/13/2026 04:25PM ET,MIN,7.5,
DST,Steelers (43728527),Steelers,43728527,DST,3300,ATL@PIT 09/13/2026 01:00PM ET,PIT,7.8,
